prompt,response,essay_score,essay_set,bloom_level,label_score,rationale
The writers had to read an extract from *Rough Road Ahead: Do Not Exceed Posted Speed Limit* by Joe Kurmaskie. They then had to explain how the features of the setting affected the cyclist.,The cyclist choose to take an old abandoned route to @LOCATION1. The route had in some places no buildings at all to see making the cyclist loss hope of his need for water. Until the end there was no one on the route making him all alone. So if something happen who would know. During his adventure he ran out of water making him dehydrated that didn't help. The setting of the story seems tragic to the cyclist.,2,3,Analyze,5,"The question requires the writers to break down the text and examine the relationship between the setting's features and the cyclist's experience, which aligns with the 'Analyze' level."
The writers had to write a letter to their local newspaper in which they stated their opinion on the effects computers have on people.,"Dear @CAPS1, People are using too much @ORGANIZATION1 their time on the computer. Instead @ORGANIZATION1 seeing the @ORGANIZATION1 through their own eyes they are seeing it on videos or in @CAPS2 on the internet. It isn't natural for people to be internet fanatics. Earth is a beautiful planet, it has trees, mountain, seas, and humas. We creators the internet and people love it more man the rock they're standing on. The planet should be explored not surfed in the web. People should see the @ORGANIZATION1 before all natural hand is coverd by cities and factories. People use the internet way to much for plans, for business, for entertainment, for a social life! all @ORGANIZATION1 this has been done with ease before we could even on a light bulb. Life is a gift and people spend it on artifitial life. For example a game, @ORGANIZATION1 is one @ORGANIZATION1 the most popular addictive games ever made. In this game you make a character in a miderth planet while you battle m onster with other players. Some people think that game is funner than life (personaly I think it is) but is not their life. His just a fantasy for people to escape thier meaningless lives. I write this for suport that some day people will understand that this is life. So, live it.",8,1,Create,5,"The question requires students to generate a new piece of writing (a letter) expressing an opinion, which aligns with the 'Create' level of Bloom's Taxonomy."
The writers had to write a letter to their local newspaper in which they stated their opinion on the effects computers have on people.,"Dear reader, @ORGANIZATION1 has had a dramatic effect on human life. It has changed the way we do almost everything today. The most well know, is the computer. This device has allowed people do buy things online, talk to people online, and also provides entertainment for some people. All good qualities that make everyones lives easier. Imagine you look into your refrigerator and you notice it's almost empty. Someone is using the car and you need to go grocery shopping and the store is too far. What do you do? Well you could go on a computer and look for food online. Ther are many great deals and some companies even deliver for free! The amazing and easy way to buy food without leaving your house. But food isn't all you can purchase. Many products are sold through the computer. Need new toys for kids? Or how about a new hat for your friend? Maybe even more curtains for your room? Well at the easy access of internet on a computer, you can buy all those items and more. The computer has also the way of communication. Let's say someone wants to talk to a friend or relative that lives far away in another country. @CAPS1 someone dosen't own a phone or @CAPS1 they can't make the call, all these is to be in you on the computer. You can communicate with anyone just by using your email adress. Now friends and families can talk to each other over the ease of the computer. Just type to want to say and ""boom,"" instant, on the chat. Let's face it. No matter what a child or even teenager . But now with a computer all that can change. With just one click you could actually be watching a movie from the comfort of your own home. But what @CAPS1 you don't want a movie? No entertainment like listing to musics, watching fun, and probable the most popular playing games. Everyone loves to play a game every once in a while, and with the selection of thousands of online games, these isn't or person who can't fled atleast our game enjoyable. There are even games for educational fun that many kids love. With all the entertainment a computer can produce; who could hate it? All in all the computer is a revolutinizing device that has changes the way we shop, communicate, and find exciting entertainment. To be able to do so much with just a couple clicks; new that I find extravagant. It blows my mind to see and think, ""@CAPS1 we can do this now, I wonder what we can accomplish in the future.",9,1,Create,5,"The question requires students to generate a new piece of writing (a letter) expressing an opinion, which aligns with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *Winter Hibiscus* by Minfong Ho. They then had to explain why the author concludes the story in the way that she did.,"The author concludes the story with this paragraph because Saeng has vowed to retake the test in the spring and will have more confidence when the snow melts, the geese return, and the hibiscus starts budding. A wave of loss so deep and strong that it stung Saeng's eye now swept over her. "" Saeng feels lonely because she is from a different country and misses everything she knew and loved. Now she has the hibiscus to remind her of home.""",1,4,Analyze,5,"The question asks students to explain *why* the author concludes the story in a specific way, requiring them to break down the narrative and identify causal relationships or thematic elements."
The writers had to write a persuasive essay reflecting their views on censorship in libraries.,"Some books in libraries offended some people. But other people want to read this book. None persone have right to say this book offended me so should the libraries removed it. If some book offend soome person that dosn't me all the people will offend by this book.My opinion is they should not removed this book, because some people like to read that book. If some one don't like this book and this book offended them.They shold don't read this book and read what they like. but son't say should be removed this book. I think evey one like different books. So should the libraries but every thing the people like read it..",2,2,Create,5,"The question requires students to generate a new piece of writing (a persuasive essay) that reflects their own views, which aligns with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *The Mooring Mast* by Marcia Amidon Lusted. They then had to answer a question about the difficulties faced by the builders of the Empire State Building in allowing dirigibles to dock there.,"In the excerpt from ""The Mooring Mast"" By Marcia Amidon LÃ¼sted, the builders of the empire state building faced several obstacles in the attempt to allow dirigibles to dock there. One of the obstacles they faced was the fact that there was a lack of suitable landing area. The dirigibles were thought to be able to anchor on the mooring mast for refueling or service, however, another obstacle was in the way; nature. That was the greatest obstacle. The wind at the top of the building were always shifting because of violent air currents. The builders were afraid that the back of the ship would ""swivel around and around the mooring mast"" With that said, they came to a conclusion that they would be ""dangling high above pedestrians on the street [which] was neither practical or safe. In order for it to be safe, they came to another obstacle. The entire building would have to be modified and strengthened with over @NUM1 dollars worth of investment. Lastly, there already stood a law against airships flying too low over urban areas. With all obstacles faced, it was never opened to the public.",3,6,Analyze,5,"The question requires students to identify and explain the difficulties faced by the builders, which involves breaking down the information and examining the relationships between different factors."
The writers had to read an extract from *Narciso Rodriguez* by Narciso Rodriguez. They then had to describe the mood created by the author with supporting evidence from the extract.,The mood by the author in the memoir is touching because i feel like memory story. This story is telling yu how to be memorized about the story and it makes u cry a little bit. I kind the like it a little bit because its about cuban peoples. I think my father knows People from cuban and I think he knows their culture.,0,5,Analyze,5,"The question requires the writers to break down the text, identify specific elements (mood), and support their claims with evidence, which aligns with the Analyze level."
Write a story in which laughter plays a part.," Emotions are an essential part of life. Some emotions bring tears and laughter, which alone are two powerful and essential things to life. There was a time not too long ago that I was able to turn a girl's tears to laughter and made her day a little better.It all starts with the craze of today's teenage world, ""@CAPS1"". Which to those who don't know, it is a website where teens spend quite a lot of time on, and people can comunicate through this website. I log in and see that this girl I like is also signed in, so I start talking to her. The normal teenage conversation of, ""@CAPS2, whats up?"" that sort of thing happens, and then she asks if I am able to hang out. Now, tell me if I'm wrong, but most guys would go hang out if its a girl they like. I went to meet up with her at the library and as always, she was beautiful, even though I doubt she was trying. As I got closer to her, she seemed upset, yet when I asked what was bothering her, she did not wish to tell me. I didn't want to make things worse, so I left it alone. All I could thing about was what could I do to make her happy, so I started talking about the craziest things, not knowing if it would help or not. To my luck, it actually helped, and she started smiling. After a little while, I had her laughing and having a good time. Since that day, we have been dating, and are really happy, and everyday when I see her I say something random to make her smile.",37,8,Create,5,"The question asks the user to generate a new narrative, which involves synthesizing elements and producing original work."
Write a story in which laughter plays a part.," Laughter is huge part of life. Or so that is what I believe and grew up with. ""A day without laughing is a waste of a day."" @CAPS1 quote has greatly influenced my life. As well as the people in my life.  My mother is quite the entertainer. People have told her that she should become a comedian. Apparently our family stories are very amusing. Mostly because they involve my brother in some way or another. He's adventurous, spontaneous, and is not afraid of anything. Sometimes his decisions are not the smartest. A majority of the stories my mom talks about are from when my brother was little. She loves to talk about one in particular.   When my brother was younger he liked to take part in adrenaline based activities. Like extreme rollerblading, biking, and skateboarding. He would try to do every trick in the book and then some. @CAPS1 story, however, does not include him getting hurt or someone else getting hurt. Which is surprising because it seemed like every day he would injure himself or his best friend @CAPS2.  When I was about eight or nine, putting my brother at age eleven or twelve, we were at one of my soccer games. My brother had to use the bathroom and when he came back, my mom was not pleased. He went to use the port-o-potty and he had just gotten two new shirts; a white t-shirt to go under a new button-up. It was a hot afternoon, so he took off his new white t-shirt but kept on the button-up. Unfortunately, he dropped the white shirt. He dropped it into the rancid, disgusting excrement. If @CAPS4 ask him, it was all an accident and my mom was not happy about it.  My mom is the person in the family who thoroughly enjoys laughter. I think about her words of wisdom all the time, ""@CAPS3 when it seems like nothing can get better, think of the positives in your life and laugh. Because really, that's all @CAPS4 can do. If @CAPS4 embarrass yourself in front of a lot of people @CAPS4 need to laugh it off. If @CAPS4 can laugh about it, it won't matter if anyone else does."" @CAPS4 need to get through life somehow. Might as well make it the best, and laughter is truly the best. It makes my mood better, and makes me feel welcome and at home.    There are many stories about what my brother did, or how blond I am. But ultimately, all that matters is that we can laugh about something every day. It brings us closer. ""A day without laughing is a waste of a day.""  ",35,8,Create,5,"This question requires the student to generate a new narrative, incorporating a specific element (laughter), which aligns with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *The Mooring Mast* by Marcia Amidon Lusted. They then had to answer a question about the difficulties faced by the builders of the Empire State Building in allowing dirigibles to dock there.,"Builders of the Empire State Building faced many challenges while attempting to allow dirigibles to dock there. One of them was not being able to just drop a mooring mast on top of the Empire State Building's flat roof. A dirigible attached the top of the building, held by a single cable tether, would stress the building frame. Its weight and air pressure would weaken the foundation of the Empire State Building. They had to make sixty thousand dollars worth modifications to the frame work so it could be strong enough to with stand the weight of the dirigibles. Another problem the mooring mast not fulfilling its purpose, which should have been thought about before it was built; safety. Many countries outside the U.S used hydrogen instead of helium, hydrogen is really flammable. There was an inccident where a blimp was destroyed in a fire due to hydrogen in their balloon. The biggest challenge was the wind above the building. The wind was constantly shifting because of violent air currents. If the blimp was tethered to the mooring mast, the back would turn on the mooring mast. Blimps use weights to land in open fields but couldn't over the Building because weights dangling over pedstrians wasn't safe. Builders had troubles attempting to allow blimps to dock there.",3,6,Analyze,5,"The question requires students to identify and explain the difficulties faced by the builders, which involves breaking down the situation into its component parts and examining their relationships."
"Write a story about a time when you, or someone you know, was patient.",Hi my name is @CAPS1 @CAPS2 and I am in school doing the meat testing ritte now as we speak well! What do you went to take about well lets take aBout we I had very very patient well I was going to see ecllpce the twilight saga. We got tikes ealy about a month ealy so I have to @CAPS3 very very patient so I wait and wait and @NUM1 has gone @CAPS4 so slowy and I start to think what if I stop thinking about it mite come faster. well I ask if I could got to a friends house  and she was going to see the the move to so the month went @CAPS4 and it came the night @CAPS6 I get to go and see the move and my firend call me. She said she can't spleep she so exided  I stade  up all night thing and thing what was goting to happen in the move well I did  know what going to happen a it  dreved  me cazy  @CAPS7 knowing what was going to happen well I findy feel aslpeel and  gase what I wak up and @NUM2 more  areas and I will @CAPS3 getting reade to wache ecllpce  and I area went @CAPS4 and I waz ready to go as so as I wach up I well it finly  came we were on are way to see it: we got heare and we sat down in are sites and wache. The move it was hare but was patient!! That's the time I had to @CAPS3 patient,17,7,Create,5,"The question asks the user to write a story, which involves generating new content and synthesizing information into a narrative, aligning with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *Rough Road Ahead: Do Not Exceed Posted Speed Limit* by Joe Kurmaskie. They then had to explain how the features of the setting affected the cyclist.,"The cyclist is riding through the high deserts in California. In this environment everything looks the same for miles. The cyclist is dehydrated and is getting worse because he has no protection from the sun. It is hard for the cyclist to keep in good spirits because he is not even coming across any towns or sources of water. The cyclist says About forty miles into the pedal, I arrived at the first 'town.' This place might have been a thriving little spot at one time- say before the last world war- but on that morning it fit the traditional definition of a ghost town."" This made the cyclist doubt the old timers directions. In the wide open desert, the cyclist was only coming across something after at least twenty miles. The heat, lack of water, and lack of civilization made the cyclist think he was ""going to die and the birds would pick [him] clean. When the cyclist spots the abandoned Welch's factory, the cyclist says they used what seemed to be their last bit of energy. The conditions affected the cyclist""",3,3,Analyze,5,"The question requires the writer to break down the text and examine the relationship between the setting's features and the cyclist's experience, which aligns with the 'Analyze' level."
The writers had to write a letter to their local newspaper in which they stated their opinion on the effects computers have on people.,"Dear Local Newspaper, Computers are a huge thing now adays. Almost everyone has one that they use. But why do some people think that it is hurting our society. This isn't right because you need it for education, people aren't on all day, and a job. So how could those things be harmful to society. Your right they can't. Every single person has had some type of education. But how can you have an education with out a computer. If you rae working and you need to get another degree for your job. You can't go during the day so you can find a school that has online schooling, for at night. That way you don't miss work and you still get your schooling. Another reason why is that a school project or essay. You might need the computer to search up things for a project. Or cite your sorces. What if you need to type an essay what do you do then. No computers no education and you will go and works at @CAPS1 or something. Where you don't need an education. But people aren't on all day so what does that do to society. Nothing at all. Kids and adults go outside and have fun. They go on the computer to check e-mails, play games, look at facebooks/myspaces. But they have enough responcibility to go out and get fresh air. And if they sit in side then it isn't your problem because it is their life and they want to live it their way. Not the way everyone else wants them to. They can make choices for thier self and don't need others, to do it for them. So it really shouldn't effect you at all. What if at you job you need the internet. Most office people have a computer to talk to others by e-mail or to fix problems. People who work at about need the computer to access your account to get your money. People that estimate the cost of a building need it for adding something or keeping a record. The video games are a perfect example because the programers use a computer to porgram what you want to happening the game and thet takes hours to complete. So how are computers harmful to society because I still don't see it. Education, people aren't on all day and a job are really good reason that computers should becept. So everyone I strongly encourage you to reconsider what could happen without computers.",8,1,Create,5,"This question requires students to generate original content (a letter) expressing their opinion, which aligns with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *The Mooring Mast* by Marcia Amidon Lusted. They then had to answer a question about the difficulties faced by the builders of the Empire State Building in allowing dirigibles to dock there.,"Al Smith, four-term governor of New York and a leader of the Empire State Building's construction, had a vision. His vision was to create a two-hundred fifty foot mooring mast at the top of the Empire State Building, not only making it the world's tallest building, but also to dock passengers and deliver goods through the use of dirigibles or blimps. Unfortunately, there were many @CAPS1 facing the builders of the Empire State Building regarding the allowance of docking dirigibles on its mast. The main concerns the builders faced were the materials that dirigibles are made out of, mother nature, and airship laws. The first obstacle the builders of the Empire State Building faced concerning the docking of dirigibles on its mast was the materials dirigibles are made from. According to the article, ""The Mooring Mast"" by @ORGANIZATION2, ""Most dirigibles... used hydrogen... highly flammable..."" The builders realized this posed as a huge safety threat, especially over a densely populated city. The second obstacle the builders faced regarding the docking of dirigibles on its mast was mother nature herself. The article states, ""The winds on top of the building were constantly shifting due to violent air currents... neither practical nor @NUM1). The construction workers realized that having passengers moving on and off the mast, could be very dangerous in harsh weather conditions. The final obstacle the construction workers faced was an overlooked airship law. The story says, ""... an existing law against airships flying too low over urban areas,"" (@ORGANIZATION2). The workers realized that it was against the law to even tie up an airship to a building. In conclusion, the three main @CAPS1 the builders of the Empire State Building faced in regards to the allowance of docking dirigibles on its mast were the materials that dirigibles are made of, nature, and airship laws.",4,6,Analyze,5,"The question requires students to identify and explain the difficulties faced by the builders, which involves breaking down the information and examining the relationships between different factors."
The writers had to write a persuasive essay reflecting their views on censorship in libraries.,"When it comes to the decision of certain materials being allowed in the library, there are many different aspects that must be considered. There isn't a particular audience that visits a library. Many types of people go to libraries looking for different things. Blocking types of materials will lose an audiences interest and they will go eslewhere. Now that doesnt mean that offensive materials are acceptable and here is why.     There should be a level of intensity in which the item is offensive. Profanity, and action are minor types of offense. However, intense violence and explicit materials such as blood and such needs to have conditions.Categorization is an acceptable method to blocking some @CAPS1 from viewing harmful materials. Putting violent books in an area that is blocked to @CAPS1 under the age of @NUM1 is an effective way to restrict children. Adults would not want to go into this section and therefore would'nt be an issue. It is understandable that some people are offended by the materials showcased in libraries because a library is a place for everyone. If offensive items were availible only to those who wanted it and hidden from the public, then this is something that could solve the problem.     Many individuals should realize that a library isn't a place for one type of person and must be shared by all types. When it comes books they can be placed in areas availible to epople who enjoy it. The same applies for magazines and movies. Movies is a form of entertainment that is strongly advertsied over magazines and books. Any advertisement that show explicit material or offensive pictures or text should be removed from the view of the public. These advertisements should be only viewable by the audience it was inteded for.      If @CAPS1 wish to use computers there are rules that need to be applied as well. @CAPS1 under the age of @NUM1 should have safety precautions that block them from using the computer to look up harmful material, @CAPS1 over the age of @NUM1 know how to avoid certain material and proceed at their own risk. These computers should be seperated to avoid peeking eyes from children or anyone who finds the material to be appualing. Listening to music on the the computer or by a device should require a couple of things as well. If there is a song that isnt preferable to a certain audience or it offends someone headphones should be a requirement. The library is a place for peace and quiet so headphones are necessary regardless. This can potentially eleminate the problem as long as the headphones themsleves are at an appropriate level. If @CAPS1 want to check out any materials that is or can be offensive or explicit in some way  they must prove their age of maturity, due to some items with slight violence being availible to @CAPS1 under the age of @NUM1.     In conclusion, if the categorization of harmful or explicit materials is placed properly and out of view of unwanted viewers or children this can eleminate the issue. Music is to be played through headphones only and must be at an appropriate volume. No items should not be removed from shelves if they offend people but conditions should be enforced. With rules and conditions the library can be a safe and enjoyable place for everyone.",4,2,Create,5,"The question asks students to write a persuasive essay, which involves generating new content and expressing personal views, aligning with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *Narciso Rodriguez* by Narciso Rodriguez. They then had to describe the mood created by the author with supporting evidence from the extract.,"The mood that was created by the author was respect. For example it told the boy that you don't have to be a blood realative. For instance, the author states ""@CAPS1 up in this environment in stilled in me a great sense that ""family"" had nothing to do with being a blood relative"". Another reason, was that you should always help your family s during bad times. For example the book reads ""Countless extended family members came and went-and there was often someone staying with us temporilily until they were able to get back on their feet"". Thirdly, the boy will always be grateful to his parents for their love and sacrifice. For instance the auother quotes ""They came selflessly, as many immigrants do, give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved.",3,5,Analyze,5,"The question requires students to break down the text, identify specific elements (mood), and support their claims with evidence, which aligns with the Analyze level."
The writers had to read an extract from *The Mooring Mast* by Marcia Amidon Lusted. They then had to answer a question about the difficulties faced by the builders of the Empire State Building in allowing dirigibles to dock there.,"Obstacles the builders of the empire State building faced in attempting to allow dirigibles to dock there, were not easy to overcome. Most dirigible were massive, @CAPS1 by in this quote dealing with them was no easy task. ""@CAPS2 as long as one thousand feet, the same length as four blocks in New York."" In this quote it tells of their massive size and proves how difficult it would be to control and land them safetly.Another obstacle the workers had to face is modifying the already set structure of the empire state building, also money spent as @CAPS1 by in this quote. ""The Steel frame of the empire State building would have to be modified and strengthened to accommodate this new situation. Over Sixty thousand dollars' worth of modifications had to be made to the buildings framework."" This quote proves that the addition of the mooring mast would be not only tirering for the workers, but also alot of money would be spent on a failed project. They got their tall building, but were unable to achieve mooring mast.",2,6,Analyze,5,"The question requires students to identify and explain the difficulties faced by the builders, which involves breaking down the situation into its component parts and examining the relationships between them."
